Url,Title,Description,PriceList,Ratings,No of reiviewa
https://www.amazon.in/Vezela-Canvas-Laptop-Lunch-Pencil/dp/B01N4VCIOK/ref=sr_1_221?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029697&s=luggage&sr=1-221,VEZELA,"Set of 4 Casual Laptop Bag (35L) with USB Charging Feature with Lunch Bag, Pencil Case & Pouch, School Bag for Girls and Boys, College Bags for Girls, Laptop Backpack ","1,949",4.3 out of 5 stars,223
https://www.amazon.in/Puma-Unisex-Adult-School-Backpack-7939203/dp/B0BBMVCN56/ref=sr_1_222?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029697&s=luggage&sr=1-222,Puma,"Unisex-Adult School Backpack V2, Black, X (7939203) ",889,4.3 out of 5 stars,283
https://www.amazon.in/Laptop-Backpack-Bagpack-Office-Students/dp/B086V9G1TP/ref=sr_1_223?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029697&s=luggage&sr=1-223,FUR JADEN,"Fur Jaden 15.6 Inch Laptop Backpack 38 LTR Large Bagpack for Men for Office, School Bag for Students (Black) ",649,4.2 out of 5 stars,146
https://www.amazon.in/Backpack-Stylish-College-Student-Multicolor/dp/B098PCQ6Q3/ref=sr_1_224?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029697&s=luggage&sr=1-224,Ae Excellent,"16-L Girl's Backpack, Stylish Trendy Girls School College Student Travel Bag ",569,3.9 out of 5 stars,44
https://www.amazon.in/Tripole-Colonel-Rucksack-Detachable-Warranty/dp/B09C4QFMCQ/ref=sr_1_225?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029697&s=luggage&sr=1-225,TriPole,Colonel Pro Metal Frame Rucksack | Front Opening | Detachable Bag | Rain Cover | 3 Year Warranty ,"3,317",4.1 out of 5 stars,170
https://www.amazon.in/Puma-76905-PUMA-Backpack-Black/dp/B07XPQ34T7/ref=sr_1_226?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029697&s=luggage&sr=1-226,Puma,"unisex-adult Casual Daypack Backpack-X (76905, Black) ","1,129",5.0 out of 5 stars,2
https://www.amazon.in/TRAVEL-POINT-Waterproof-Compartment-PUSH-CLIP-NK-BLACK/dp/B0B4WXW887/ref=sr_1_227?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029697&s=luggage&sr=1-227,TRAVEL POINT,80L Waterproof Travel Backpack for Outdoor Sport Hiking Trekking Camping Rucksack Bag with Shoe Compartment ready set to tourist bag ,944.,4.4 out of 5 stars,422
https://www.amazon.in/Half-Moon-Resistant-Laptop-Backpack/dp/B09842K4RQ/ref=sr_1_228?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029697&s=luggage&sr=1-228,Half Moon,35 L Casual Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School with Rain Cover (Black) ,619,3.9 out of 5 stars,689
https://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Bookbags/dp/B09P2RP9TG/ref=sr_1_229?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029697&s=luggage&sr=1-229,WildHorn,"Backpack for Men, Extra Large 30L Travel Backpack with Multi Zip Compartment, Business College Bookbags Fit 17 Inch Laptop ",609,4.3 out of 5 stars,105
https://www.amazon.in/HP-Odyssey-L8J88AA-15-6-inch-Backpack/dp/B015MSTV22/ref=sr_1_230?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029697&s=luggage&sr=1-230,HP,"HP Odyssey Backpack 15.6-inch Backpack Comfortable with Robust Padding Inside, Black in Color (L8J88AA) ","2,299",4.0 out of 5 stars,"1,432"
https://www.amazon.in/Safari-Sheild-Resistant-Casual-Backpack/dp/B09B26T7KQ/ref=sr_1_231?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029697&s=luggage&sr=1-231,Safari,"Sheild 26 Ltrs Water Resistant Casual Backpack - Blue, L (SHEILD19CBBLU) ",799,4.2 out of 5 stars,"2,086"
https://www.amazon.in/Wildcraft-Orange-Casual-Backpack-12273_Wc_Bold_Blue_Org/dp/B0836F1H4F/ref=sr_1_232?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029697&s=luggage&sr=1-232,Wildcraft,44 Ltrs Blaze 3 Wc Bold Blue Orange Casual Backpack (12273_Wc_Bold_Blue_Org)(HxWxD : 19x13.5x10.5)(inches) ,"1,760",4.1 out of 5 stars,104
https://www.amazon.in/overnighter-backpack-detachable-spacious-trekking/dp/B097JMJ8VW/ref=sr_1_233?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029697&s=luggage&sr=1-233,Safari,"Latch 40 Litre overnighter travel backpack (black) with a detachable fanny pack, spacious laptop backpack for trekking, office, business or leisure travel ","2,299",4.6 out of 5 stars,30
https://www.amazon.in/AFN-FASHION-Casual-bagpack-Backpack/dp/B081X69ZL7/ref=sr_1_234?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029697&s=luggage&sr=1-234,AFN FASHION,45 Ltrs Casual backpack/ office/ School Bag/Laptop Backpack for (15.6 inch) Blue ,689,4.3 out of 5 stars,70
https://www.amazon.in/TRAWOC-Backpack-Outdoor-Trekking-Rucksack/dp/B07XY6BFXJ/ref=sr_1_235?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029697&s=luggage&sr=1-235,TRAWOC,"55 LTR Travel Backpack Daypack bag for Camping Hiking Trekking, English Blue, SHK014 ","1,335",3.8 out of 5 stars,642
https://www.amazon.in/Impulse-rucksack-60-backpack-trekking/dp/B09TF7J6DC/ref=sr_1_236?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029697&s=luggage&sr=1-236,Impulse,rucksack bags 60 litres travel bag for men tourist bag for travel backpack for hiking trekking Bag for men camping thames blue bag with 1 Year Warranty ,"1,026",3.7 out of 5 stars,102
https://www.amazon.in/Yantralay-Reversible-Neoprene-Waterproof-Cameras/dp/B01M4PKVC6/ref=sr_1_241?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-241,YANTRALAY SCHOOL OF GADGETS,Yantralay School Of gadgets Reversible 2 Side Neoprene Waterproof DSLR Camera Liner Case Cover Pouch Compatible with All DSLR Cameras ,323,4.0 out of 5 stars,959
https://www.amazon.in/Wildcraft-Green-Casual-Backpack-11650-Green/dp/B079DV66TY/ref=sr_1_242?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-242,Wildcraft,29.5 Ltrs Green Casual Backpack (11650-Green) ,"1,035",4.3 out of 5 stars,253
https://www.amazon.in/F-Gear-Circadian-Guc-Black-Casual-Backpack/dp/B084THQXCD/ref=sr_1_243?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-243,F Gear,Circadian Guc Black 27 Ltrs Casual Backpack (3330) ,549,4.2 out of 5 stars,480
https://www.amazon.in/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W49FSX1/ref=sr_1_244?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-244,AmazonBasics,"Amazon Basics Laptop Backpack - 24L, Water Repellent and Wear Resistant, Melange Slub Grey ",549,3.8 out of 5 stars,170
https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B264BV6/ref=sr_1_245?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-245,Safari,"Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Red, L (SNEAK19CBRED) ",899,4.2 out of 5 stars,"2,029"
https://www.amazon.in/Tommy-Hilfiger-Horizon-Polyester-Backpack/dp/B09X35VL4L/ref=sr_1_246?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-246,Tommy Hilfiger,Horizon Plus Polyester Unisex 14 Inch Laptop Backpack Blue+White ,"1,449",3.8 out of 5 stars,264
https://www.amazon.in/SMILEDRIVE%C2%AE-Waterproof-Backpack-Accessories-Others-Made/dp/B078NR9R5Q/ref=sr_1_247?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-247,"SMILEDRIVE, ""Toll Free Support - 1800-1234-414""","SMILEDRIVE Waterproof DSLR Backpack Camera Bag, Lens Accessories Carry Case for All SLR Cameras (Black and Orange, Made in India) ",899,3.8 out of 5 stars,51
https://www.amazon.in/SATELLITE-Black-Casual-Backpack-Bagpack/dp/B083DZVFZM/ref=sr_1_248?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-248,Satellite,backpacks for men women backpack bags school bag boys under 35 ltr litres casual bagpack black ,405,4.5 out of 5 stars,622
https://www.amazon.in/BEAUTY-GIRLS-HOTSHOT-backpack-Waterproof/dp/B09J4XTPN7/ref=sr_1_249?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-249,BEAUTY GIRLS,By HOTSHOT || Small 15 Liter Girls bag ||Girls college bag || Girls school bag || Girls Tution bag || Girls backpack Waterproof School Bag ,299,4.4 out of 5 stars,"2,530"
https://www.amazon.in/NIKE-Youth-Elemental-Backpack-Fall19/dp/B07KQTFC9M/ref=sr_1_250?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-250,Nike,Kids' Youth Elemental Backpack-Fall'19 ,"1,299",4.3 out of 5 stars,"9,595"
https://www.amazon.in/F-Gear-Orion-Navy-Blue-Rucksack/dp/B06XWCWC2Q/ref=sr_1_251?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-251,F Gear,"Orion 46 Ltrs Navy Blue, Black Rucksack ","1,223",4.3 out of 5 stars,"1,786"
https://www.amazon.in/COSMUS-Polyester-Black-Laptop-Backpack/dp/B01FU4B9JG/ref=sr_1_252?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-252,COSMUS,Cosmus Darwin 29 litres Office Backpack - Sleek Everyday use Backpack - Black ,"1,261",4.3 out of 5 stars,452
https://www.amazon.in/Harissons-Vervo-Laptop-Backpack-Built/dp/B07M5P5LW3/ref=sr_1_253?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-253,HARISSONS,"Bags Vervo 15.6-inch Laptop/Travel/Casual Backpack for Men and Women with rain Cover (Black, 40 Ltrs) ","2,693",4.0 out of 5 stars,125
https://www.amazon.in/F-Gear-Military-Neutron-Rucksack/dp/B07DCD368V/ref=sr_1_254?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-254,F Gear,Military Neutron 50 Liters Rucksack (Marpat Navy Digital Camo) ,"1,280",3.9 out of 5 stars,"4,188"
https://www.amazon.in/EOS-SLR-Camera-Shoulder-EOS2087/dp/B07BK75XFV/ref=sr_1_255?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-255,EOS,"EOS Fabric Canon SLR Camera Shoulder Bag (Black, EOS2087) ",429,4.1 out of 5 stars,423
https://www.amazon.in/Killer-Galaxy-Outdoor-Backpack-Daypack/dp/B07JKPZVHN/ref=sr_1_256?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-256,KILLER,Galaxy Small Outdoor Mini Backpack 12L Daypack ,515,3.8 out of 5 stars,423
https://www.amazon.in/Fancyku-Bangtan-Backpack-Shoulder-Charging/dp/B07L4GYKH9/ref=sr_1_257?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-257,Fancyku,Kpop BTS Bangtan Boys Casual Backpack Daypack Laptop Bag School Bag Bookbag Shoulder Bag with USB Charging Port(Black 3) ,"1,188",4.5 out of 5 stars,695
https://www.amazon.in/Gear-Superior-Casual-Backpack-BKPSPRIOR0004/dp/B08GY328RG/ref=sr_1_258?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-258,Gear,Superior 16L Water Resistant School Bag//Backpack/College Bag for Men/Women-Black Grey ,389,4.5 out of 5 stars,128
https://www.amazon.in/Wildcraft-Shutter-Bug-Camera-Backpack/dp/B07GVJ5LZB/ref=sr_1_259?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-259,Wildcraft,Wildcraft Shutter Bug Camera Backpack - Black ,"3,490",4.1 out of 5 stars,675
https://www.amazon.in/Backpack-Charging-Multi-Layer-Capacity-Backpacks/dp/B084QGF2JM/ref=sr_1_260?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-260,ah arctic hunter,"Arctic Hunter Laptop Bag,35L Expandable Backpack for Travel Business Backpack Fit Upto 17 inch Laptop Water-resistant Anti-theft Backapck with USB Charging Port Multi-Layer Large Capacity Bag,Black ","3,303",4.5 out of 5 stars,115
https://www.amazon.in/PUMA-Phase-Backpack-Puma-Black-Golden/dp/B07T47ZLS3/ref=sr_1_261?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-261,Puma,"Phase Backpack, X, Puma Black-Golden logo ",789,3.7 out of 5 stars,300
https://www.amazon.in/Red-Lemon-Plus-15-6-inch-Travelling/dp/B09ZYRG5BG/ref=sr_1_262?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-262,Red Lemon,"Red Lemon Titan Ultrafit Plus Bange Series 15.6-inch Laptop Bags Backpacks for Men and Women 55L Outdoor and Camping 3in1 Office Bags, Travelling, Hiking Backpack with Water Bottle Holder (Black) ","3,699",4.3 out of 5 stars,201
https://www.amazon.in/Skybags-Decode-Ltrs-Red-Daypack/dp/B07S2NF8CY/ref=sr_1_263?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-263,Skybags,Decode Daypack Red ,545,4.4 out of 5 stars,"1,048"
https://www.amazon.in/Decathlon-Quechua-Arpenaz-Polyester-Backpack/dp/B07NDF4R2C/ref=sr_1_264?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-264,Decathlon,"Quechua Arpenaz NH100 Backpack, 10L ",399,3.9 out of 5 stars,432
https://www.amazon.in/F-Gear-Talent-Laptop-Backpack-Grey/dp/B078KS2FX1/ref=sr_1_265?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-265,F Gear,"Talent Laptop Backpack With Rain Cover 32 Liters (Grey,Black) ",999,4.0 out of 5 stars,41
https://www.amazon.in/COMFABIE-Fashion-Stylish-Leather-Backpack/dp/B09BM1JGMB/ref=sr_1_266?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-266,Comfabie,"3-PCS Fashion Cute Stylish Leather Backpack & Sling Bag Set for Women, School & College Girl's ",469,3.7 out of 5 stars,616
https://www.amazon.in/Lavie-Fabio-Backpack-Womens-Fashion/dp/B09SG7SWJ6/ref=sr_1_267?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-267,Lavie,Lavie Fabio Backpack for Girls | Women's Fashion Backpack ,"1,000",4.4 out of 5 stars,77
https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_268?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-268,Safari,"Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE) ","1,048",4.1 out of 5 stars,145
https://www.amazon.in/Lino-Perros-Black-Colored-Backpack/dp/B0998ZMT5L/ref=sr_1_269?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-269,Lino Perros,Black Colored Backpack ,551.,3.9 out of 5 stars,123
https://www.amazon.in/Sequins-Backpack-Outdoor-Daypack-Rucksack/dp/B08VTSBMXN/ref=sr_1_270?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-270,DIVING DEEP,Womens Girls Sequins Small Backpack for Picnic Outdoor Travel Daypack Rucksack Backpack Bag for Girls Womens (Pink) ,649,4.1 out of 5 stars,821
https://www.amazon.in/Backpack-Colleges-Luggage-Waterproof-Stylish/dp/B09GYHP61R/ref=sr_1_271?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-271,URBAN CARRIER,Large 45 Liters Medium Backpack for School and Colleges Laptop Bag Luggage Bag Travel Bag Unisex Office Bag for Men Waterproof School Bag for Girls Stylish Backpack for Men (Navy Blue) ,296,3.7 out of 5 stars,292
https://www.amazon.in/Tripole-Cover-Backpack-Rucksack-50-75/dp/B07Y2126NJ/ref=sr_1_272?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-272,TriPole,"Nylon Backpack and Rucksack Rain Cover (Blue, 50-75 L) ",545,3.7 out of 5 stars,424
https://www.amazon.in/Gear-Bounce-Backpack-Grey-Orange-BKPBOUNCE0604/dp/B097KCLF5F/ref=sr_1_273?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-273,Gear,Bounce 27 Ltrs Water Resistant School Bag/Backpack/College Bag for Men/Women-Grey Orange ,619,4.0 out of 5 stars,"2,768"
https://www.amazon.in/Skybags-Decode-Ltrs-Black-Daypack/dp/B07S4QN2GH/ref=sr_1_274?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-274,Skybags,Decode 11Ltr Daypack ,599,4.5 out of 5 stars,"1,072"
https://www.amazon.in/Lunars-Monica-Compartment-Resistant-Backpack/dp/B08JLKSW5N/ref=sr_1_275?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-275,Lunar's,Monica - 1 Compartment Water Resistant Stylish Fashion Ladies Backpack Girls School Bag Student Backpack Women Trendy Travel Bag ,"2,057",4.2 out of 5 stars,237
https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B07PQF6113/ref=sr_1_276?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664029699&s=luggage&sr=1-276,TRAWOC,75 Liter Travel Backpack for Hiking Trekking Bag Camping Rucksack Rain Cover / Shoe Compartment BHK002 1 Year Warranty (Shamrock) ,"1,399",4.0 out of 5 stars,74
